Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Guatemala,South/Central America & Carribean,1999,18.8,8.2,0.06,3.22
Guatemala,South/Central America & Carribean,2000,18.81,9.42,0.07,3.28
Guatemala,South/Central America & Carribean,2001,19.03,9.81,0.08,3.37
Guatemala,South/Central America & Carribean,2002,19.52,10.47,0.09,3.38
Guatemala,South/Central America & Carribean,2003,19.57,10.54,0.1,3.68
Guatemala,South/Central America & Carribean,2004,19.31,10.75,0.11,3.76
Guatemala,South/Central America & Carribean,2005,19.4,11.52,0.12,3.97
Guatemala,South/Central America & Carribean,2006,19.2,11.51,0.14,3.95
Guatemala,South/Central America & Carribean,2007,19.42,12.41,0.16,4.07
Guatemala,South/Central America & Carribean,2008,19.02,11.24,0.17,3.81
Guatemala,South/Central America & Carribean,2009,19.53,11.85,0.19,4.15
Guatemala,South/Central America & Carribean,2010,19.22,11.45,0.21,4.35
Guatemala,South/Central America & Carribean,2011,19.17,11.74,0.24,4.61
Guatemala,South/Central America & Carribean,2012,19.1,12.15,0.26,4.7
Guatemala,South/Central America & Carribean,2013,19.35,13.01,0.29,4.77
Guatemala,South/Central America & Carribean,2014,19.33,13.95,0.32,4.72
Guatemala,South/Central America & Carribean,2015,19.73,16.34,0.35,4.95
Guatemala,South/Central America & Carribean,2016,19.72,17.46,0.38,4.93
Guatemala,South/Central America & Carribean,2017,19.35,16.51,0.41,4.99
Guatemala,South/Central America & Carribean,2018,19.39,18.21,0.44,5.0
Guatemala,South/Central America & Carribean,2019,19.83,,,
Guinea,Africa,1995,27.57,1.16,0.04,3.3
Guinea,Africa,1996,27.14,1.23,0.08,2.9
Guinea,Africa,1997,28.08,1.29,0.11,2.92
Guinea,Africa,1998,28.68,1.36,0.14,3.32
Guinea,Africa,1999,27.56,1.43,0.17,3.06
Guinea,Africa,2000,27.19,1.49,0.2,3.27
Guinea,Africa,2001,27.44,1.57,0.22,3.74
Guinea,Africa,2002,27.63,1.63,0.23,4.22
Guinea,Africa,2003,27.5,1.7,0.24,4.15
Guinea,Africa,2004,27.74,1.77,0.25,4.04
Guinea,Africa,2005,27.8,1.84,0.26,4.65
Guinea,Africa,2006,27.71,1.9,0.31,4.63
Guinea,Africa,2007,27.61,1.98,0.36,4.67
Guinea,Africa,2008,27.91,2.01,0.41,4.85
Guinea,Africa,2009,27.55,2.12,0.46,4.85
Guinea,Africa,2010,28.23,2.5,0.51,4.92
Guinea,Africa,2011,28.1,2.62,0.6,5.32
Guinea,Africa,2012,27.24,2.49,0.7,5.89
Guinea,Africa,2013,27.16,2.18,0.8,5.92
Guinea,Africa,2014,27.06,2.24,0.9,6.0
Guinea,Africa,2015,27.06,2.54,1.0,5.97
Guinea,Africa,2016,27.25,2.83,1.11,7.21
Guinea,Africa,2017,27.46,2.97,1.23,6.95
Guinea,Africa,2018,27.23,3.12,1.34,6.59
Guinea,Africa,2019,27.59,,,
Guinea-Bissau,Africa,1995,28.7,0.18,0.01,0.57
Guinea-Bissau,Africa,1996,28.42,0.18,0.01,0.53
Guinea-Bissau,Africa,1997,28.56,0.2,0.01,0.51
Guinea-Bissau,Africa,1998,29.06,0.17,0.02,0.51
Guinea-Bissau,Africa,2006,28.1,0.22,0.04,0.71
Guinea-Bissau,Africa,2007,28.88,0.23,0.04,0.71
Guinea-Bissau,Africa,2008,28.81,0.22,0.05,0.65
Guinea-Bissau,Africa,2009,28.11,0.23,0.06,0.7
Guinea-Bissau,Africa,2010,28.18,0.24,0.06,0.73
Guinea-Bissau,Africa,2011,27.68,0.25,0.07,0.73
Guinea-Bissau,Africa,2012,27.51,0.25,0.08,0.79
Guinea-Bissau,Africa,2013,27.76,0.26,0.1,0.74
Guinea-Bissau,Africa,2014,27.67,0.28,0.11,0.77
Guinea-Bissau,Africa,2015,27.54,0.28,0.12,0.8
Guinea-Bissau,Africa,2016,27.73,0.3,0.13,0.77
Guinea-Bissau,Africa,2017,27.72,0.3,0.15,0.8
Guinea-Bissau,Africa,2018,27.24,0.31,0.16,0.83
Guinea-Bissau,Africa,2019,27.77,,,
Guyana,South/Central America & Carribean,1996,28.64,1.58,0.01,0.74
Guyana,South/Central America & Carribean,1997,27.06,1.72,0.01,0.77
Guyana,South/Central America & Carribean,1998,27.73,1.75,0.01,0.77
Guyana,South/Central America & Carribean,1999,28.58,1.74,0.01,0.81
Guyana,South/Central America & Carribean,2000,28.13,1.66,0.01,0.77
Guyana,South/Central America & Carribean,2001,28.61,1.64,0.02,0.78
Guyana,South/Central America & Carribean,2002,28.52,1.62,0.02,0.81
Guyana,South/Central America & Carribean,2003,28.34,1.62,0.02,0.84
Guyana,South/Central America & Carribean,2004,28.92,1.67,0.02,0.93
Guyana,South/Central America & Carribean,2005,28.93,1.48,0.02,0.83
Guyana,South/Central America & Carribean,2006,28.46,1.33,0.02,0.84
Guyana,South/Central America & Carribean,2010,29.1,1.76,0.03,0.9
Guyana,South/Central America & Carribean,2011,28.37,1.83,0.04,0.85
Haiti,South/Central America & Carribean,1995,30.16,0.9,0.01,1.15
Haiti,South/Central America & Carribean,1996,30.06,1.06,0.01,1.23
Haiti,South/Central America & Carribean,1997,30.8,1.27,0.02,1.25
Haiti,South/Central America & Carribean,1999,29.1,1.38,0.03,1.32
Haiti,South/Central America & Carribean,2000,28.9,1.47,0.03,1.45
Haiti,South/Central America & Carribean,2001,29.69,1.6,0.04,1.45
Haiti,South/Central America & Carribean,2002,29.96,1.83,0.05,1.46
Haiti,South/Central America & Carribean,2003,30.84,1.81,0.06,1.47
Haiti,South/Central America & Carribean,2004,30.16,1.67,0.06,1.47
Haiti,South/Central America & Carribean,2005,29.83,1.71,0.07,1.48
Haiti,South/Central America & Carribean,2006,29.38,1.72,0.09,1.48
Haiti,South/Central America & Carribean,2007,29.97,2.04,0.1,1.5
Haiti,South/Central America & Carribean,2008,30.23,2.03,0.12,1.5
Haiti,South/Central America & Carribean,2009,30.34,1.99,0.14,1.53
Haiti,South/Central America & Carribean,2010,29.48,2.46,0.15,1.54
Haiti,South/Central America & Carribean,2011,29.29,2.8,0.16,1.55
Haiti,South/Central America & Carribean,2012,29.21,2.5,0.17,1.55
Haiti,South/Central America & Carribean,2013,29.65,2.73,0.18,1.57
Haiti,South/Central America & Carribean,2014,29.51,3.06,0.19,1.57
Haiti,South/Central America & Carribean,2015,30.26,3.32,0.2,1.58
Haiti,South/Central America & Carribean,2016,29.53,3.4,0.22,1.6
Haiti,South/Central America & Carribean,2017,29.43,3.37,0.25,1.59
Haiti,South/Central America & Carribean,2018,29.54,3.33,0.27,1.6
Haiti,South/Central America & Carribean,2019,28.54,,,
Honduras,South/Central America & Carribean,1995,22.58,3.88,0.04,2.19
Honduras,South/Central America & Carribean,1996,21.39,3.93,0.07,2.04
Honduras,South/Central America & Carribean,1997,22.26,4.07,0.1,2.22
Honduras,South/Central America & Carribean,1998,22.73,4.71,0.13,2.25
Honduras,South/Central America & Carribean,1999,21.72,4.78,0.16,2.25
Honduras,South/Central America & Carribean,2000,21.74,5.04,0.19,2.48
Honduras,South/Central America & Carribean,2001,22.29,5.85,0.2,2.38
Honduras,South/Central America & Carribean,2002,22.35,6.13,0.22,2.07
Honduras,South/Central America & Carribean,2003,22.09,6.77,0.24,2.52
Honduras,South/Central America & Carribean,2004,22.19,7.61,0.26,2.51
Honduras,South/Central America & Carribean,2005,22.42,7.03,0.27,2.76
Honduras,South/Central America & Carribean,2006,22.07,8.03,0.32,2.75
Honduras,South/Central America & Carribean,2007,22.04,8.61,0.37,2.71
Honduras,South/Central America & Carribean,2008,21.67,8.65,0.43,2.51
Honduras,South/Central America & Carribean,2009,21.86,8.15,0.48,2.63
Honduras,South/Central America & Carribean,2010,21.58,8.21,0.53,2.63
Honduras,South/Central America & Carribean,2011,21.69,8.78,0.62,2.91
Honduras,South/Central America & Carribean,2012,21.68,9.14,0.71,2.79
Honduras,South/Central America & Carribean,2013,22.02,9.34,0.8,2.97
Honduras,South/Central America & Carribean,2014,22.23,9.46,0.9,2.91
Honduras,South/Central America & Carribean,2015,22.84,9.87,0.99,2.86
Honduras,South/Central America & Carribean,2016,22.64,9.4,1.08,3.05
Honduras,South/Central America & Carribean,2017,21.87,9.0,1.17,3.12
Honduras,South/Central America & Carribean,2018,21.02,9.77,1.26,3.21
Honduras,South/Central America & Carribean,2019,21.49,,,
Hong Kong,Asia,1995,23.4,,,
Hong Kong,Asia,1996,23.87,,,
Hong Kong,Asia,1997,24.03,,,
Hong Kong,Asia,1998,24.58,,,
Hong Kong,Asia,1999,24.19,,,
Hong Kong,Asia,2000,24.02,,,
Hong Kong,Asia,2001,24.21,,,
Hong Kong,Asia,2002,24.37,,,
Hong Kong,Asia,2003,24.3,,,
Hong Kong,Asia,2004,24.07,,,
Hong Kong,Asia,2005,23.93,,,
Hong Kong,Asia,2006,24.38,,,
Hong Kong,Asia,2007,24.54,,,
Hong Kong,Asia,2008,23.78,,,
Hong Kong,Asia,2009,24.4,,,
Hong Kong,Asia,2010,24.14,,,
Hong Kong,Asia,2011,23.73,,,
Hong Kong,Asia,2012,24.22,,,
Hong Kong,Asia,2013,24.14,,,
Hong Kong,Asia,2014,24.51,,,
Hong Kong,Asia,2015,25.12,,,
Hong Kong,Asia,2016,24.55,,,
Hong Kong,Asia,2017,24.8,,,
Hong Kong,Asia,2018,24.54,,,
Hong Kong,Asia,2019,25.17,,,
Hungary,Europe,1995,10.15,57.43,0.3,6.1
Hungary,Europe,1996,9.23,58.46,0.3,7.14
Hungary,Europe,1997,10.21,56.99,0.32,7.02
Hungary,Europe,1998,10.85,57.35,0.43,6.63
Hungary,Europe,1999,10.36,57.91,0.61,6.55
Hungary,Europe,2000,11.74,54.63,0.57,6.9
Hungary,Europe,2001,10.8,56.3,0.64,7.42
Hungary,Europe,2002,11.55,55.63,0.72,6.3
Hungary,Europe,2003,10.96,58.23,0.86,6.23
Hungary,Europe,2004,9.28,56.39,1.04,7.17
Hungary,Europe,2005,9.08,55.96,1.15,6.82
Hungary,Europe,2006,10.02,55.46,1.24,6.59
Hungary,Europe,2007,11.83,53.86,1.31,6.05
Hungary,Europe,2008,11.47,53.03,1.4,5.52
Hungary,Europe,2009,11.39,47.84,1.28,4.99
Hungary,Europe,2010,10.06,47.88,1.39,4.86
Hungary,Europe,2011,10.85,46.91,1.5,5.16
Hungary,Europe,2012,11.42,43.43,1.36,5.04
Hungary,Europe,2013,11.28,40.76,1.46,5.45
Hungary,Europe,2014,12.05,40.63,2.22,5.27
Hungary,Europe,2015,12.0,43.38,2.48,5.26
Hungary,Europe,2016,11.23,44.48,1.86,5.42
Hungary,Europe,2017,11.23,46.55,1.74,5.45
Hungary,Europe,2018,12.24,46.39,1.62,5.79
Hungary,Europe,2019,12.24,,,
Iceland,Europe,1995,3.84,2.0,0.08,0.39
Iceland,Europe,1996,5.09,2.27,0.05,0.4
Iceland,Europe,1997,5.2,2.15,0.13,0.41
Iceland,Europe,1998,4.65,2.15,0.26,0.42
Iceland,Europe,1999,4.42,2.12,0.25,0.43
Iceland,Europe,2000,4.54,2.23,0.19,0.42
Iceland,Europe,2001,5.3,2.16,0.16,0.4
Iceland,Europe,2002,5.51,2.24,0.13,0.41
Iceland,Europe,2003,6.22,2.23,0.13,0.4
Iceland,Europe,2004,5.72,2.32,0.11,0.4
Iceland,Europe,2005,5.21,2.29,0.1,0.4
Iceland,Europe,2006,5.54,2.33,0.46,0.42
Iceland,Europe,2007,5.65,2.38,0.41,0.44
Iceland,Europe,2008,5.46,2.18,0.5,0.44
Iceland,Europe,2009,5.7,2.11,0.3,0.39
Iceland,Europe,2010,6.03,1.96,0.32,0.38
Iceland,Europe,2011,5.5,1.89,0.22,0.39
Iceland,Europe,2012,5.69,1.86,0.27,0.39
Iceland,Europe,2013,5.03,2.03,0.27,0.38
Iceland,Europe,2014,6.07,2.05,0.28,0.4
Iceland,Europe,2015,4.62,2.06,0.31,0.41
Iceland,Europe,2016,6.08,2.07,0.29,0.4
Iceland,Europe,2017,5.53,2.17,0.29,0.41
Iceland,Europe,2018,5.19,2.2,0.3,0.4
Iceland,Europe,2019,5.78,,,
India,Asia,1995,26.6575,741.1,3.36,161.44
India,Asia,1996,26.580000000000002,776.72,4.2,167.4
India,Asia,1997,26.44,821.48,5.04,173.75
India,Asia,1998,26.9675,839.83,5.89,178.87
India,Asia,1999,26.907500000000002,904.09,6.73,182.97
India,Asia,2000,26.7825,940.17,7.57,180.77
India,Asia,2001,26.575,953.88,7.75,185.0
India,Asia,2002,27.044999999999998,987.53,7.92,179.1
India,Asia,2003,26.745,1015.89,8.1,186.41
India,Asia,2004,26.777499999999996,1087.19,8.27,192.8
India,Asia,2005,26.62,1137.74,8.45,202.26
India,Asia,2006,26.945,1214.25,9.06,211.62
India,Asia,2007,26.7375,1336.1,9.67,220.49
India,Asia,2008,26.625,1423.88,10.28,224.73
India,Asia,2009,27.43,1568.53,10.89,229.1
India,Asia,2010,27.247500000000002,1665.31,11.5,237.17
India,Asia,2011,26.81,1760.8,12.28,244.53
India,Asia,2012,27.04,1908.57,13.06,241.95
India,Asia,2013,26.775,1966.81,13.84,241.81
India,Asia,2014,27.0775,2136.87,14.62,243.62
India,Asia,2015,27.465,2150.22,15.4,246.03
India,Asia,2016,27.885,2183.28,16.99,245.15
India,Asia,2017,27.627499999999998,2301.44,18.57,248.3
India,Asia,2018,27.5375,2434.52,20.16,253.79
India,Asia,2019,27.4175,,,
Indonesia,Asia,1995,27.95,222.84,0.57,64.29
Indonesia,Asia,1996,27.72,234.48,0.58,66.49
Indonesia,Asia,1997,28.1,257.67,0.59,64.19
Indonesia,Asia,1998,28.39,261.14,0.6,65.51
Indonesia,Asia,1999,28.04,278.99,0.62,64.04
Indonesia,Asia,2000,28.35,280.17,0.63,65.6
Indonesia,Asia,2001,28.18,301.83,0.78,65.89
Indonesia,Asia,2002,29.7,306.06,0.93,68.31
Indonesia,Asia,2003,29.14,335.37,1.08,68.84
Indonesia,Asia,2004,29.32,343.16,1.24,70.83
Indonesia,Asia,2005,28.93,344.4,1.39,71.89
Indonesia,Asia,2006,29.18,364.1,1.59,73.79
Indonesia,Asia,2007,28.48,379.98,1.79,75.47
Indonesia,Asia,2008,28.41,377.18,1.99,77.94
Indonesia,Asia,2009,28.65,394.49,2.19,81.48
Indonesia,Asia,2010,28.49,416.94,2.39,81.45
Indonesia,Asia,2011,28.65,480.46,2.44,84.31
Indonesia,Asia,2012,28.7,486.75,2.49,86.52
Indonesia,Asia,2013,28.44,454.32,2.53,85.01
Indonesia,Asia,2014,28.59,490.05,2.58,88.35
Indonesia,Asia,2015,28.53,490.84,2.63,89.07
Indonesia,Asia,2016,28.66,494.98,2.84,91.09
Indonesia,Asia,2017,28.6,532.92,3.06,92.5
Indonesia,Asia,2018,28.65,583.11,3.27,95.69
Indonesia,Asia,2019,28.9,,,
Ireland,Europe,1995,9.98,33.52,0.27,10.52
Ireland,Europe,1996,9.0,34.98,0.39,10.44
Ireland,Europe,1997,10.05,36.15,0.57,10.59
Ireland,Europe,1998,9.93,38.67,0.53,11.08
Ireland,Europe,1999,9.9,40.28,0.68,10.81
Ireland,Europe,2000,9.41,42.62,0.94,10.71
Ireland,Europe,2001,9.38,44.91,1.04,10.47
Ireland,Europe,2002,9.98,44.04,0.97,10.78
Ireland,Europe,2003,9.98,44.22,1.11,10.18
Ireland,Europe,2004,9.93,44.86,0.99,9.84
Ireland,Europe,2005,10.14,46.78,1.01,9.59
Ireland,Europe,2006,10.27,47.81,1.17,9.41
Ireland,Europe,2007,10.25,47.02,1.17,9.23
Ireland,Europe,2008,9.54,46.35,1.06,9.19
Ireland,Europe,2009,9.62,41.02,1.05,9.44
Ireland,Europe,2010,8.48,40.63,1.02,8.99
Ireland,Europe,2011,10.07,36.36,1.02,8.87
Ireland,Europe,2012,9.45,37.1,0.99,9.37
Ireland,Europe,2013,9.56,35.72,1.12,9.3
Ireland,Europe,2014,10.14,35.55,1.18,9.23
Ireland,Europe,2015,9.57,36.99,1.14,9.36
Ireland,Europe,2016,9.89,38.71,1.26,9.42
Ireland,Europe,2017,10.12,37.53,1.18,9.76
Ireland,Europe,2018,9.95,37.11,1.1,10.06
Ireland,Europe,2019,9.91,,,
Israel,Middle East,1995,20.34,46.77,0.75,1.78
Israel,Middle East,1996,22.42,48.73,1.45,1.9
Israel,Middle East,1997,20.27,50.97,2.16,1.92
Israel,Middle East,1998,21.72,51.5,2.86,1.97
Israel,Middle East,1999,21.57,52.98,3.57,1.91
Israel,Middle East,2000,21.02,57.0,4.27,1.98
Israel,Middle East,2001,21.05,57.95,4.52,1.99
Israel,Middle East,2002,21.43,61.08,4.77,1.96
Israel,Middle East,2003,20.97,62.89,5.03,2.03
Israel,Middle East,2004,20.72,63.16,5.28,2.11
Israel,Middle East,2005,21.78,60.99,5.53,2.1
Israel,Middle East,2006,21.79,64.33,6.15,2.1
Israel,Middle East,2007,21.29,66.59,6.76,2.26
Italy,Europe,1995,13.425,416.42,1.78,27.96
Italy,Europe,1996,13.24,412.15,1.49,28.23
Italy,Europe,1997,14.215,415.52,1.86,27.9
Italy,Europe,1998,14.115,426.37,2.3,28.33
Italy,Europe,1999,14.34,433.01,2.81,28.56
Italy,Europe,2000,14.47,436.3,3.48,28.85
Italy,Europe,2001,14.21,436.57,4.48,27.71
Italy,Europe,2002,14.08,443.47,5.29,28.18
Italy,Europe,2003,14.64,462.2,6.03,27.82
Italy,Europe,2004,13.785,472.41,6.93,29.0
Italy,Europe,2005,13.465,473.83,7.93,27.92
Italy,Europe,2006,14.024999999999999,466.65,8.78,22.92
Italy,Europe,2007,14.3,459.37,9.73,22.5
Italy,Europe,2008,14.33,444.98,10.51,21.03
Italy,Europe,2009,14.504999999999999,397.06,11.31,19.49
Italy,Europe,2010,13.765,405.27,12.01,18.91
Italy,Europe,2011,14.6,396.69,12.93,17.9
Italy,Europe,2012,14.48,376.75,13.51,18.52
Italy,Europe,2013,14.275,346.45,14.15,18.38
Italy,Europe,2014,15.055,327.49,14.81,17.84
Italy,Europe,2015,14.809999999999999,337.86,15.21,18.08
Italy,Europe,2016,14.965,333.34,15.38,18.06
Italy,Europe,2017,14.935,329.19,14.28,17.96
Italy,Europe,2018,15.565000000000001,324.85,13.17,17.9
Italy,Europe,2019,15.280000000000001,,,
Ivory Coast,Africa,1995,26.99,,,
Ivory Coast,Africa,1996,26.95,,,
Ivory Coast,Africa,1997,26.83,,,
Ivory Coast,Africa,1998,27.29,,,
Ivory Coast,Africa,1999,26.99,,,
Ivory Coast,Africa,2000,26.61,,,
Ivory Coast,Africa,2001,26.64,,,
Ivory Coast,Africa,2002,26.9,,,
Ivory Coast,Africa,2003,26.82,,,
Ivory Coast,Africa,2004,26.98,,,
Ivory Coast,Africa,2005,26.98,,,
Ivory Coast,Africa,2006,25.95,,,
Ivory Coast,Africa,2007,25.14,,,
Ivory Coast,Africa,2008,26.47,,,
Ivory Coast,Africa,2009,25.91,,,
Ivory Coast,Africa,2010,26.98,,,
Ivory Coast,Africa,2011,26.04,,,
Ivory Coast,Africa,2012,26.59,,,
Ivory Coast,Africa,2013,26.83,,,
Ivory Coast,Africa,2014,26.84,,,
Ivory Coast,Africa,2015,27.01,,,
Ivory Coast,Africa,2016,27.39,,,
Ivory Coast,Africa,2017,27.36,,,
Ivory Coast,Africa,2018,27.44,,,
Ivory Coast,Africa,2019,27.51,,,
Japan,Asia,1995,13.07,1172.79,40.12,29.65
Japan,Asia,1996,12.466666666666667,1186.23,41.26,30.68
Japan,Asia,1997,13.300000000000002,1173.99,41.44,31.35
Japan,Asia,1998,13.623333333333333,1131.25,40.12,29.75
Japan,Asia,1999,13.659999999999998,1165.89,37.88,23.53
Japan,Asia,2000,13.266666666666666,1182.95,35.14,26.09
Japan,Asia,2001,12.716666666666667,1170.62,29.12,22.82
Japan,Asia,2002,13.219999999999999,1206.97,25.59,22.49
Japan,Asia,2003,12.89,1215.78,25.25,22.28
Japan,Asia,2004,13.983333333333334,1211.09,21.65,22.56
Japan,Asia,2005,13.049999999999999,1213.82,20.76,22.12
Japan,Asia,2006,13.459999999999999,1190.26,22.95,21.96
Japan,Asia,2007,14.083333333333334,1226.36,24.31,20.93
Japan,Asia,2008,13.71,1159.62,25.16,20.67
Japan,Asia,2009,13.833333333333334,1101.21,24.9,20.21
Japan,Asia,2010,14.133333333333333,1156.08,27.64,19.6
Japan,Asia,2011,13.663333333333332,1212.17,30.04,18.8
Japan,Asia,2012,13.416666666666666,1252.22,33.22,18.16
Japan,Asia,2013,13.936666666666667,1260.9,35.86,18.73
Japan,Asia,2014,13.666666666666666,1219.82,39.79,18.79
Japan,Asia,2015,14.340000000000002,1181.5,43.46,18.22
Japan,Asia,2016,14.226666666666667,1171.39,46.79,18.11
Japan,Asia,2017,13.69,1151.93,44.14,18.08
Japan,Asia,2018,14.423333333333332,1106.15,41.5,18.01
Japan,Asia,2019,14.35,,,
Jordan,Middle East,1995,17.38,13.6,0.12,0.61
Jordan,Middle East,1996,17.99,13.87,0.19,0.59
Jordan,Middle East,1997,17.01,14.37,0.26,0.6
Jordan,Middle East,1998,18.59,14.61,0.33,0.59
Jordan,Middle East,1999,18.3,14.63,0.4,0.59
Jordan,Middle East,2000,17.7,16.27,0.47,0.53
Jordan,Middle East,2001,18.42,16.25,0.51,0.55
Jordan,Middle East,2002,17.75,16.87,0.54,0.58
Jordan,Middle East,2003,17.73,17.31,0.57,0.6
Jordan,Middle East,2004,17.92,18.58,0.61,0.69
Jordan,Middle East,2005,18.0,19.87,0.64,0.74
Jordan,Middle East,2006,17.93,20.17,0.76,0.96
Jordan,Middle East,2007,18.13,21.09,0.88,1.16
Jordan,Middle East,2008,18.45,20.01,1.0,1.14
Jordan,Middle East,2009,18.36,20.66,1.12,0.99
Jordan,Middle East,2010,20.1,20.2,1.23,1.06
Jordan,Middle East,2011,17.66,20.76,1.49,1.2
Jordan,Middle East,2012,18.69,24.12,1.74,1.0
Jordan,Middle East,2013,18.24,23.8,2.0,1.18
Jordan,Middle East,2014,18.59,25.59,2.25,1.19
Jordan,Middle East,2015,18.47,25.36,2.51,1.31
Jordan,Middle East,2016,18.88,24.86,2.86,1.3
Jordan,Middle East,2017,18.74,26.1,3.21,1.26
Jordan,Middle East,2018,19.24,24.7,3.56,1.25
Jordan,Middle East,2019,18.45,,,
Kazakhstan,Asia,1995,9.23,172.48,0.0,11.44
Kazakhstan,Asia,1996,8.18,149.9,0.0,9.94
Kazakhstan,Asia,1997,10.04,126.81,0.0,8.67
Kazakhstan,Asia,1998,9.35,130.32,0.05,7.22
Kazakhstan,Asia,1999,9.91,118.25,0.02,6.71
Kazakhstan,Asia,2000,10.01,114.68,0.18,6.53
Kazakhstan,Asia,2001,9.98,111.87,0.22,7.33
Kazakhstan,Asia,2002,10.12,121.46,0.18,11.75
Kazakhstan,Asia,2003,8.93,136.3,0.19,8.55
Kazakhstan,Asia,2004,10.07,150.22,0.26,9.55
Kazakhstan,Asia,2005,9.6,162.48,0.26,9.92
Kazakhstan,Asia,2006,10.17,180.21,0.45,10.85
Kazakhstan,Asia,2007,9.84,189.11,0.59,9.94
Kazakhstan,Asia,2008,10.01,232.01,0.85,10.09
Kazakhstan,Asia,2009,9.48,204.22,0.91,9.53
Kazakhstan,Asia,2010,9.51,223.57,1.23,11.0
Kazakhstan,Asia,2011,9.16,242.19,1.31,9.85
Kazakhstan,Asia,2012,8.82,241.49,1.3,9.71
Kazakhstan,Asia,2013,10.73,256.34,1.31,8.79
Kazakhstan,Asia,2014,9.96,205.23,1.2,10.22
Kazakhstan,Asia,2015,11.85,206.64,1.26,10.99
Kazakhstan,Asia,2016,11.48,223.02,1.28,10.15
Kazakhstan,Asia,2017,11.18,225.56,1.35,13.38
Kazakhstan,Asia,2018,10.52,220.45,1.42,10.98
Kazakhstan,Asia,2019,11.73,,,
Kenya,Africa,1995,20.45,6.37,0.07,10.19
Kenya,Africa,1996,20.02,6.97,0.11,9.82
Kenya,Africa,1997,19.37,6.64,0.16,9.78
Kenya,Africa,1998,18.89,7.16,0.2,10.11
Kenya,Africa,1999,19.96,7.49,0.24,10.59
Kenya,Africa,2000,18.87,8.23,0.29,9.88
Kenya,Africa,2001,18.44,7.61,0.3,10.0
Kenya,Africa,2002,18.79,7.42,0.32,10.33
Kenya,Africa,2003,19.26,6.53,0.34,11.05
Kenya,Africa,2004,19.75,7.43,0.36,11.55
Kenya,Africa,2005,20.19,8.33,0.38,11.52
Kenya,Africa,2006,20.73,9.3,0.45,11.11
Kenya,Africa,2010,18.98,12.64,0.72,16.58
Kenya,Africa,2011,19.3,13.03,0.85,17.26
Kenya,Africa,2012,19.77,12.13,0.99,17.13
Kenya,Africa,2013,19.52,14.1,1.12,17.09
Kenya,Africa,2014,19.57,15.03,1.25,18.08
Kenya,Africa,2015,19.93,17.09,1.38,17.62
Kenya,Africa,2016,19.98,18.77,1.54,18.76
Kenya,Africa,2017,20.36,18.89,1.7,17.53
Kenya,Africa,2018,19.37,18.4,1.86,18.33
Kenya,Africa,2019,20.19,,,
Kuwait,Middle East,1995,26.14,33.8,0.54,0.26
Kuwait,Middle East,1996,26.87,32.94,0.87,0.31
Kuwait,Middle East,1997,26.18,34.05,1.21,0.31
Kuwait,Middle East,1998,27.25,39.89,1.54,0.33
Kuwait,Middle East,1999,27.37,43.73,1.87,0.35
Kuwait,Middle East,2000,26.82,47.17,2.21,0.35
Kuwait,Middle East,2001,27.1,50.82,2.36,0.34
Kuwait,Middle East,2002,26.92,53.39,2.52,0.37
Kuwait,Middle East,2003,27.13,55.63,2.68,0.4
Kuwait,Middle East,2004,26.88,59.49,2.83,0.39
Kuwait,Middle East,2005,26.67,67.25,2.99,0.42
Kuwait,Middle East,2006,27.07,69.67,3.54,0.44
Kuwait,Middle East,2007,26.93,68.74,4.09,0.46
Kuwait,Middle East,2008,26.83,72.91,4.64,0.51
Kuwait,Middle East,2009,26.89,75.04,5.19,0.55
Kuwait,Middle East,2010,27.96,78.25,5.74,0.54
Kuwait,Middle East,2011,26.54,81.16,6.94,0.58
Kuwait,Middle East,2012,27.13,83.59,8.13,0.62
Kuwait,Middle East,2013,26.78,85.26,9.33,0.64
Kuwait,Middle East,2014,27.25,83.58,10.53,0.65
Kuwait,Middle East,2015,27.57,88.04,11.73,0.7
Kuwait,Middle East,2016,27.24,89.88,13.38,0.71
Kuwait,Middle East,2017,27.59,89.72,15.04,0.74
Kuwait,Middle East,2018,28.14,89.46,16.69,0.75
Kuwait,Middle East,2019,27.55,,,
Kyrgyzstan,Asia,1997,-1.67,5.69,0.06,1.24
Kyrgyzstan,Asia,1998,11.96,6.03,0.06,1.29
Kyrgyzstan,Asia,1999,11.53,4.79,0.07,1.31
Kyrgyzstan,Asia,2000,12.36,4.67,0.08,1.33
Kyrgyzstan,Asia,2001,11.87,3.97,0.09,1.35
Kyrgyzstan,Asia,2002,12.13,4.97,0.09,1.25
Kyrgyzstan,Asia,2003,11.81,5.59,0.1,1.39
Kyrgyzstan,Asia,2004,12.34,5.56,0.1,1.38
Kyrgyzstan,Asia,2005,12.11,5.3,0.1,1.41
Kyrgyzstan,Asia,2006,12.31,5.32,0.12,1.43
Kyrgyzstan,Asia,2007,12.18,6.47,0.13,1.46
Kyrgyzstan,Asia,2008,12.12,7.51,0.15,1.49
Kyrgyzstan,Asia,2009,11.94,6.76,0.16,1.65
Kyrgyzstan,Asia,2010,12.3,6.35,0.17,1.66
Kyrgyzstan,Asia,2011,11.35,7.62,0.17,1.7
Kyrgyzstan,Asia,2012,11.32,10.06,0.17,1.74
Kyrgyzstan,Asia,2013,12.72,9.38,0.17,1.82
Kyrgyzstan,Asia,2014,11.05,9.71,0.18,1.89
